the,99000000
of,99000000
to,99000000
and,49000000
a,99000000
in,99000000
is,49000000
it,11500000
you,24000000
that,7333333
he,1083333
was,4555556
for,99000000
on,49000000
are,13285714
with,24000000
as,3000000
I,19000000
his,1173913
they,1941176
be,6142857
at,10111111
one,5666667
have,9000000
this,2448276
from,13285714
or,5250000
had,612903
by,6692308
not,5250000
word,2225806
but,1439024
what,49000000
some,694915
we,1777778
can,19000000
out,6142857
other,1083333
were,1127660
all,5250000
there,2846154
when,13285714
up,6142857
use,4000000
your,9000000
how,99000000
said,250000
an,6142857
each,562500
she,754386
which,2846154
do,24000000
their,1222222
time,8090909
if,6692308
will,4555556
way,2571429
about,3545455
many,6692308
then,492537
them,587302
write,538462
would,1173913
like,3545455
so,1702703
these,369863
her,1272727
long,8090909
make,6142857
thing,562500
see,1564103
him,408451
two,1941176
has,2703704
look,1564103
more,1631579
day,6692308
could,449275
go,4555556
come,1777778
did,5666667
number,7333333
sound,923077
no,4555556
most,2125000
people,3347826
my,15666667
over,1941176
know,1564103
water,4882353
than,1272727
call,1702703
first,3761905
who,7333333
may,886792
down,2333333
side,2333333
been,886792
now,2703704
find,2571429
any,818182
new,13285714
work,3347826
part,1272727
take,4555556
get,11500000
place,2225806
made,1564103
live,3347826
where,9000000
after,4882353
back,3347826
little,2703704
only,1325581
round,886792
man,3347826
year,3347826
came,234568
show,3545455
every,587302
good,5250000
me,49000000
give,1127660
our,724138
under,1631579
name,3347826
very,369863
through,960784
just,1173913
form,1325581
sentence,282051
great,1702703
think,428571
say,1380952
help,1702703
low,1702703
line,1777778
differ,30928
turn,1439024
cause,1702703
much,6142857
mean,4882353
before,1631579
move,639344
right,1564103
boy,1564103
old,6142857
too,1127660
same,1173913
tell,1000000
does,24000000
set,2225806
three,886792
want,923077
air,4555556
well,562500
also,176471
play,2571429
small,1941176
end,1439024
put,1857143
home,10111111
read,612903
hand,1127660
port,960784
large,960784
spell,388889
add,1272727
even,298701
land,1083333
here,428571
must,351351
big,4882353
high,5666667
such,162791
follow,176471
act,587302
why,10111111
ask,470588
men,2333333
change,2846154
went,176471
light,2846154
kind,724138
off,3545455
need,2448276
house,5666667
picture,1127660
try,234568
us,4555556
again,449275
animal,1777778
point,1564103
mother,639344
world,4000000
near,49000000
build,1083333
self,754386
earth,785714
father,492537
head,1777778
stand,1127660
own,851852
page,754386
should,3000000
country,1941176
found,587302
answer,428571
school,7333333
grow,639344
study,470588
still,1380952
learn,333333
plant,1173913
cover,1272727
food,6692308
sun,1173913
four,724138
between,2030303
state,6142857
keep,1083333
eye,2125000
never,587302
last,2571429
let,612903
thought,98901
city,7333333
tree,2333333
cross,1040816
farm,1500000
hard,1380952
start,2125000
might,162791
story,1439024
saw,369863
far,1325581
sea,923077
draw,492537
left,960784
late,408451
run,1325581
don't,851852
while,1083333
press,666667
close,1000000
night,2225806
real,3000000
life,2846154
few,111111
north,3545455
open,3545455
seem,30928
together,612903
next,1127660
white,6142857
children,886792
begin,123596
got,886792
walk,694915
example,639344
ease,41667
paper,1000000
group,1702703
always,587302
music,2448276
those,176471
both,282051
mark,1040816
often,515152
letter,1173913
until,388889
mile,369863
river,1941176
car,6692308
feet,1380952
care,3347826
second,694915
book,2703704
carry,408451
took,149425
science,612903
eat,2225806
room,1702703
friend,666667
began,30928
idea,204819
fish,1702703
mountain,1631579
stop,1777778
once,408451
base,694915
hear,219512
horse,851852
cut,1040816
sure,123596
watch,3545455
color,2571429
face,2030303
wood,1439024
main,1000000
enough,204819
plain,136364
girl,3545455
usual,20408
young,1439024
ready,298701
above,298701
ever,694915
red,5250000
list,2333333
though,63830
feel,960784
talk,724138
bird,724138
soon,219512
body,2703704
dog,4882353
family,3166667
direct,612903
pose,98901
leave,754386
song,3166667
measure,265823
door,1777778
product,351351
black,8090909
short,1173913
numeral,20408
class,1173913
wind,388889
question,219512
happen,265823
complete,315789
ship,492537
area,2225806
half,851852
rock,2333333
order,1941176
fire,2225806
south,3166667
problem,298701
piece,612903
told,98901
knew,41667
pass,1127660
since,176471
top,3166667
whole,694915
king,2703704
space,1173913
heard,190476
best,15666667
hour,1000000
better,1173913
true,923077
during,1127660
hundred,52632
five,851852
remember,149425
step,612903
early,639344
hold,428571
west,3761905
ground,666667
interest,408451
reach,162791
fast,1500000
verb,75269
sing,298701
listen,190476
six,562500
table,1857143
travel,1380952
less,428571
morning,724138
ten,315789
simple,538462
several,63830
vowel,10101
toward,41667
war,1325581
lay,176471
against,470588
pattern,351351
slow,428571
center,4882353
love,3166667
person,1173913
money,2125000
serve,234568
appear,98901
road,2703704
map,3166667
rain,587302
rule,562500
govern,0
pull,470588
cold,1325581
notice,190476
voice,886792
unit,666667
power,2571429
town,1083333
fine,333333
certain,136364
fly,666667
fall,1083333
lead,333333
cry,265823
dark,1380952
machine,1564103
note,369863
wait,298701
plan,1083333
figure,351351
star,2448276
box,2333333
noun,41667
field,818182
rest,265823
correct,190476
able,190476
pound,388889
done,333333
beauty,851852
drive,3166667
stood,10101
contain,98901
front,1040816
teach,136364
week,1272727
final,639344
gave,111111
green,3545455
oh,886792
quick,470588
develop,86957
ocean,886792
warm,315789
free,7333333
minute,369863
strong,333333
special,587302
mind,315789
behind,369863
clear,818182
tail,333333
produce,190476
fact,98901
street,3166667
inch,1173913
multiply,30928
nothing,282051
course,785714
stay,886792
wheel,1000000
full,1857143
force,923077
blue,4263158
object,176471
decide,52632
surface,265823
deep,785714
moon,1272727
island,2571429
foot,1083333
system,1631579
busy,86957
test,4263158
record,923077
boat,923077
common,694915
gold,1941176
possible,234568
plane,538462
stead,0
dry,1040816
wonder,234568
laugh,75269
thousand,162791
ago,204819
ran,63830
check,2333333
game,6142857
shape,250000
equate,10101
hot,3000000
miss,612903
brought,41667
heat,923077
snow,886792
tire,1272727
bring,388889
yes,219512
distant,20408
fill,265823
east,1777778
paint,1222222
language,587302
among,204819
grand,1777778
ball,1272727
yet,98901
wave,351351
drop,724138
heart,1857143
am,1380952
present,162791
heavy,449275
dance,818182
engine,923077
position,333333
arm,538462
wide,449275
sail,63830
material,250000
size,3166667
vary,10101
settle,30928
speak,176471
weight,1857143
general,1222222
ice,1941176
matter,204819
circle,724138
pair,204819
include,176471
divide,52632
syllable,10101
felt,86957
perhaps,10101
pick,960784
sudden,98901
count,666667
square,1222222
reason,219512
length,470588
represent,86957
art,1702703
subject,75269
region,176471
energy,1173913
hunt,351351
probable,10101
bed,1857143
brother,639344
egg,886792
ride,587302
cell,818182
believe,204819
fraction,162791
forest,785714
sit,234568
race,851852
window,851852
store,5666667
summer,1222222
train,886792
sleep,1127660
prove,41667
lone,149425
leg,612903
exercise,351351
wall,1380952
catch,298701
mount,1000000
wish,250000
sky,724138
board,1325581
joy,265823
winter,1127660
sat,149425
written,176471
wild,1127660
instrument,86957
kept,41667
glass,1222222
grass,408451
cow,282051
job,1439024
edge,562500
sign,2333333
visit,351351
past,351351
soft,538462
fun,785714
bright,234568
gas,2703704
weather,15666667
month,1040816
million,408451
bear,1040816
finish,234568
happy,1325581
hope,470588
flower,923077
clothe,0
strange,190476
gone,298701
jump,315789
baby,4263158
eight,98901
village,1000000
meet,408451
root,428571
buy,4263158
raise,219512
solve,98901
metal,1040816
whether,75269
push,250000
seven,351351
paragraph,63830
third,428571
shall,63830
held,111111
hair,4000000
describe,250000
cook,1127660
floor,886792
either,41667
result,176471
burn,449275
hill,1777778
safe,1173913
cat,2225806
century,351351
consider,75269
type,1564103
law,1439024
bit,282051
coast,639344
copy,388889
phrase,86957
silent,149425
tall,754386
sand,408451
soil,176471
roll,694915
temperature,1000000
finger,388889
industry,190476
value,1222222
fight,724138
lie,123596
beat,562500
excite,0
natural,923077
view,1040816
sense,190476
ear,818182
else,176471
quite,30928
broke,136364
case,1564103
middle,1127660
kill,818182
son,1127660
lake,3545455
moment,86957
scale,408451
loud,219512
spring,1222222
observe,10101
child,1702703
straight,492537
consonant,0
nation,282051
dictionary,587302
milk,1000000
speed,1222222
method,298701
organ,75269
pay,2333333
age,2448276
section,408451
dress,1702703
cloud,612903
surprise,123596
quiet,219512
stone,1173913
tiny,369863
climb,52632
cool,1083333
design,1000000
poor,136364
lot,538462
experiment,86957
bottom,428571
key,1500000
iron,1040816
single,694915
stick,639344
flat,515152
twenty,52632
skin,1702703
smile,282051
crease,10101
hole,470588
trade,666667
melody,63830
trip,428571
office,3166667
receive,176471
row,369863
mouth,612903
exact,41667
symbol,428571
die,1380952
least,176471
trouble,162791
shout,20408
except,75269
wrote,149425
seed,369863
tone,162791
join,298701
suggest,20408
clean,1173913
break,724138
lady,785714
yard,538462
rise,388889
bad,2333333
blow,250000
oil,2703704
blood,2225806
touch,449275
grew,20408
cent,136364
mix,724138
team,1500000
wire,639344
cost,3000000
lost,923077
brown,2125000
wear,923077
garden,1631579
equal,190476
sent,149425
choose,176471
fell,123596
fit,666667
flow,333333
fair,785714
bank,5666667
collect,86957
save,612903
control,1272727
decimal,136364
gentle,63830
woman,1439024
captain,369863
practice,538462
separate,75269
difficult,75269
doctor,1000000
please,234568
protect,162791
noon,30928
whose,98901
locate,41667
ring,1777778
character,612903
insect,63830
caught,176471
period,886792
indicate,41667
radio,1083333
spoke,30928
atom,75269
human,886792
history,1222222
effect,562500
electric,1564103
expect,98901
crop,136364
modern,639344
element,250000
hit,515152
student,1040816
corner,408451
party,1702703
supply,1380952
bone,538462
rail,190476
imagine,98901
provide,136364
agree,30928
thus,10101
capital,1272727
won't,538462
chair,754386
danger,98901
fruit,694915
rich,351351
thick,369863
soldier,123596
process,449275
operate,30928
guess,123596
necessary,75269
sharp,219512
wing,369863
create,724138
neighbor,98901
wash,960784
bat,204819
rather,75269
crowd,52632
corn,587302
compare,176471
poem,162791
string,369863
bell,1272727
depend,10101
meat,694915
rub,123596
tube,1083333
famous,785714
dollar,1857143
stream,886792
fear,282051
sight,162791
thin,219512
triangle,250000
planet,639344
hurry,10101
chief,204819
colony,111111
clock,333333
mine,234568
tie,388889
enter,219512
major,449275
fresh,724138
search,1702703
send,639344
yellow,1040816
gun,1325581
allow,190476
print,666667
dead,1325581
spot,492537
desert,408451
suit,492537
current,851852
lift,492537
rose,1272727
continue,63830
block,960784
chart,1564103
hat,818182
sell,851852
success,123596
company,2225806
subtract,10101
event,515152
particular,41667
deal,315789
swim,428571
term,639344
opposite,111111
wife,1631579
shoe,754386
shoulder,428571
spread,234568
arrange,10101
camp,754386
invent,10101
cotton,351351
born,538462
determine,190476
quart,98901
nine,204819
truck,1857143
noise,351351
level,1272727
chance,190476
gather,30928
shop,2846154
stretch,190476
throw,282051
shine,219512
property,1173913
column,176471
molecule,52632
select,333333
wrong,369863
gray,562500
repeat,41667
require,190476
broad,123596
prepare,98901
salt,851852
nose,694915
plural,63830
anger,75269
claim,333333
continent,30928
oxygen,265823
sugar,1173913
death,1857143
pretty,369863
skill,98901
women,2846154
season,4555556
solution,250000
magnet,86957
silver,1173913
thank,250000
branch,333333
match,428571
suffix,30928
especially,20408
fig,86957
afraid,63830
huge,282051
sister,612903
steel,818182
discuss,41667
forward,176471
similar,219512
guide,1272727
experience,315789
score,1702703
apple,3347826
bought,136364
led,639344
pitch,123596
coat,388889
mass,923077
card,4555556
band,1040816
rope,149425
slip,219512
win,562500
dream,818182
evening,162791
condition,149425
feed,694915
tool,818182
total,639344
basic,250000
smell,449275
valley,2225806
nor,30928
double,886792
seat,754386
arrive,41667
master,666667
track,818182
parent,315789
shore,333333
division,298701
sheet,587302
substance,98901
favor,63830
connect,960784
post,2333333
spend,98901
chord,75269
fat,1040816
glad,20408
original,639344
share,449275
station,1500000
dad,612903
bread,1000000
charge,666667
proper,149425
bar,2703704
offer,315789
segment,30928
slave,123596
duck,408451
instant,492537
market,2571429
degree,587302
populate,0
chick,724138
dear,136364
enemy,75269
reply,52632
drink,1127660
occur,98901
support,1272727
speech,333333
nature,282051
range,851852
steam,515152
motion,265823
path,282051
liquid,562500
log,694915
meant,52632
quotient,10101
teeth,694915
shell,351351
neck,639344